benchmark,width,Xwidth,XDwidth
./benchmarks/concom/grids/problog_format/grid_10_2_0_3.pl,4,4,4
./benchmarks/concom/grids/problog_format/grid_4_6_5_53.pl,6,55,6
./benchmarks/concom/grids/problog_format/grid_8_2_7_29.pl,4,30,4
./benchmarks/concom/grids/problog_format/grid_4_7_2_27.pl,6,28,12
./benchmarks/concom/grids/problog_format/grid_9_8_2_27.pl,13,30,13
./benchmarks/concom/grids/problog_format/grid_4_2_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_8_9_4_75.pl,13,80,25
./benchmarks/concom/grids/problog_format/grid_6_10_8_144.pl,11,147,13
./benchmarks/concom/grids/problog_format/grid_10_3_4_35.pl,5,37,6
./benchmarks/concom/grids/problog_format/grid_4_7_5_60.pl,6,63,7
./benchmarks/concom/grids/problog_format/grid_8_8_2_27.pl,13,29,13
./benchmarks/concom/grids/problog_format/grid_10_3_8_63.pl,5,64,6
./benchmarks/concom/grids/problog_format/grid_3_5_1_12.pl,5,13,7
./benchmarks/concom/grids/problog_format/grid_2_6_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_8_9_7_176.pl,13,180,16
./benchmarks/concom/grids/problog_format/grid_3_10_6_49.pl,5,50,6
./benchmarks/concom/grids/problog_format/grid_9_3_4_35.pl,5,37,6
./benchmarks/concom/grids/problog_format/grid_3_7_3_28.pl,5,29,6
./benchmarks/concom/grids/problog_format/grid_10_7_7_152.pl,12,156,15
./benchmarks/concom/grids/problog_format/grid_3_10_3_28.pl,5,29,6
./benchmarks/concom/grids/problog_format/grid_10_9_1_12.pl,14,14,14
./benchmarks/concom/grids/problog_format/grid_9_3_8_58.pl,5,60,5
./benchmarks/concom/grids/problog_format/grid_4_10_7_80.pl,6,81,9
./benchmarks/concom/grids/problog_format/grid_10_8_6_147.pl,13,151,37
./benchmarks/concom/grids/problog_format/grid_3_6_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_7_10_5_108.pl,12,112,30
./benchmarks/concom/grids/problog_format/grid_3_8_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_7_10_4_75.pl,12,79,26
./benchmarks/concom/grids/problog_format/grid_10_6_4_75.pl,11,79,22
./benchmarks/concom/grids/problog_format/grid_7_6_1_12.pl,9,13,10
./benchmarks/concom/grids/problog_format/grid_7_10_6_133.pl,11,137,13
./benchmarks/concom/grids/problog_format/grid_10_6_2_27.pl,11,29,11
./benchmarks/concom/grids/problog_format/grid_6_4_2_27.pl,6,29,11
./benchmarks/concom/grids/problog_format/grid_10_2_5_24.pl,4,25,4
./benchmarks/concom/grids/problog_format/grid_3_9_4_35.pl,5,36,6
./benchmarks/concom/grids/problog_format/grid_10_3_9_65.pl,5,67,5
./benchmarks/concom/grids/problog_format/grid_9_5_5_78.pl,8,80,10
./benchmarks/concom/grids/problog_format/grid_3_7_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_3_8_6_49.pl,5,51,6
./benchmarks/concom/grids/problog_format/grid_2_9_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_5_9_7_104.pl,8,107,10
./benchmarks/concom/grids/problog_format/grid_5_5_2_27.pl,7,29,11
./benchmarks/concom/grids/problog_format/grid_10_4_5_60.pl,7,62,8
./benchmarks/concom/grids/problog_format/grid_6_4_1_12.pl,6,13,8
./benchmarks/concom/grids/problog_format/grid_2_10_6_28.pl,4,29,4
./benchmarks/concom/grids/problog_format/grid_8_10_7_176.pl,14,181,16
./benchmarks/concom/grids/problog_format/grid_5_6_4_65.pl,8,67,10
./benchmarks/concom/grids/problog_format/grid_6_2_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_6_8_1_12.pl,10,13,9
./benchmarks/concom/grids/problog_format/grid_4_9_4_50.pl,6,52,8
./benchmarks/concom/grids/problog_format/grid_9_5_4_65.pl,9,68,8
./benchmarks/concom/grids/problog_format/grid_4_10_6_70.pl,7,72,8
./benchmarks/concom/grids/problog_format/grid_10_10_8_243.pl,16,250,51
./benchmarks/concom/grids/problog_format/grid_2_5_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_6_8_4_75.pl,11,78,22
./benchmarks/concom/grids/problog_format/grid_8_8_7_161.pl,13,165,13
./benchmarks/concom/grids/problog_format/grid_6_5_1_12.pl,8,13,8
./benchmarks/concom/grids/problog_format/grid_5_4_1_12.pl,6,13,8
./benchmarks/concom/grids/problog_format/grid_5_3_4_30.pl,5,31,5
./benchmarks/concom/grids/problog_format/grid_9_8_6_147.pl,13,151,34
./benchmarks/concom/grids/problog_format/grid_6_2_0_3.pl,4,4,4
./benchmarks/concom/grids/problog_format/grid_8_8_3_48.pl,13,51,14
./benchmarks/concom/grids/problog_format/grid_5_9_8_108.pl,9,111,9
./benchmarks/concom/grids/problog_format/grid_5_7_6_82.pl,8,84,8
./benchmarks/concom/grids/problog_format/grid_8_3_2_21.pl,5,22,6
./benchmarks/concom/grids/problog_format/grid_6_4_0_3.pl,6,6,6
./benchmarks/concom/grids/problog_format/grid_2_10_4_20.pl,4,21,4
./benchmarks/concom/grids/problog_format/grid_3_6_5_37.pl,5,39,5
./benchmarks/concom/grids/problog_format/grid_2_10_7_32.pl,4,33,4
./benchmarks/concom/grids/problog_format/grid_2_7_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_5_7_5_78.pl,8,81,9
./benchmarks/concom/grids/problog_format/grid_4_7_3_40.pl,6,42,8
./benchmarks/concom/grids/problog_format/grid_9_10_9_233.pl,14,237,14
./benchmarks/concom/grids/problog_format/grid_2_7_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_8_2_4_20.pl,4,21,4
./benchmarks/concom/grids/problog_format/grid_10_3_1_12.pl,5,13,7
./benchmarks/concom/grids/problog_format/grid_10_4_9_93.pl,7,96,7
./benchmarks/concom/grids/problog_format/grid_10_3_6_49.pl,5,51,6
./benchmarks/concom/grids/problog_format/grid_7_6_5_96.pl,9,99,11
./benchmarks/concom/grids/problog_format/grid_7_4_5_60.pl,7,62,7
./benchmarks/concom/grids/problog_format/grid_10_2_4_20.pl,4,21,4
./benchmarks/concom/grids/problog_format/grid_7_5_4_65.pl,8,69,10
./benchmarks/concom/grids/problog_format/grid_4_9_5_60.pl,6,62,8
./benchmarks/concom/grids/problog_format/grid_3_6_4_35.pl,5,36,6
./benchmarks/concom/grids/problog_format/grid_4_2_3_13.pl,4,14,4
./benchmarks/concom/grids/problog_format/grid_5_2_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_9_2_5_24.pl,4,25,4
./benchmarks/concom/grids/problog_format/grid_3_5_4_30.pl,5,31,5
./benchmarks/concom/grids/problog_format/grid_9_7_8_158.pl,11,163,11
./benchmarks/concom/grids/problog_format/grid_6_7_3_48.pl,10,51,15
./benchmarks/concom/grids/problog_format/grid_9_3_7_56.pl,5,58,6
./benchmarks/concom/grids/problog_format/grid_7_8_0_3.pl,11,11,11
./benchmarks/concom/grids/problog_format/grid_2_6_5_21.pl,4,22,4
./benchmarks/concom/grids/problog_format/grid_6_10_7_128.pl,10,131,12
./benchmarks/concom/grids/problog_format/grid_2_9_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_4_10_5_60.pl,7,62,8
./benchmarks/concom/grids/problog_format/grid_10_7_9_177.pl,12,181,12
./benchmarks/concom/grids/problog_format/grid_10_6_1_12.pl,9,14,10
./benchmarks/concom/grids/problog_format/grid_7_6_3_48.pl,9,52,17
./benchmarks/concom/grids/problog_format/grid_9_4_4_50.pl,6,52,8
./benchmarks/concom/grids/problog_format/grid_4_10_3_40.pl,7,42,8
./benchmarks/concom/grids/problog_format/grid_10_9_3_48.pl,14,51,15
./benchmarks/concom/grids/problog_format/grid_4_8_1_12.pl,7,13,8
./benchmarks/concom/grids/problog_format/grid_4_8_3_40.pl,6,42,8
./benchmarks/concom/grids/problog_format/grid_8_9_2_27.pl,13,30,13
./benchmarks/concom/grids/problog_format/grid_8_2_5_24.pl,4,25,4
./benchmarks/concom/grids/problog_format/grid_10_2_7_32.pl,4,33,4
./benchmarks/concom/grids/problog_format/grid_10_10_5_108.pl,16,112,33
./benchmarks/concom/grids/problog_format/grid_2_3_2_9.pl,4,10,4
./benchmarks/concom/grids/problog_format/grid_4_7_1_12.pl,6,13,8
./benchmarks/concom/grids/problog_format/grid_3_5_3_28.pl,5,29,6
./benchmarks/concom/grids/problog_format/grid_4_9_1_12.pl,7,13,8
./benchmarks/concom/grids/problog_format/grid_4_3_2_21.pl,5,22,6
./benchmarks/concom/grids/problog_format/grid_9_6_5_96.pl,11,98,11
./benchmarks/concom/grids/problog_format/grid_6_5_0_3.pl,8,7,7
./benchmarks/concom/grids/problog_format/grid_10_6_3_48.pl,11,52,17
./benchmarks/concom/grids/problog_format/grid_10_5_4_65.pl,9,68,9
./benchmarks/concom/grids/problog_format/grid_9_6_1_12.pl,11,13,11
./benchmarks/concom/grids/problog_format/grid_4_10_2_27.pl,6,29,11
./benchmarks/concom/grids/problog_format/grid_9_3_6_49.pl,5,50,6
./benchmarks/concom/grids/problog_format/grid_5_9_1_12.pl,8,13,8
./benchmarks/concom/grids/problog_format/grid_6_5_3_48.pl,8,50,15
./benchmarks/concom/grids/problog_format/grid_8_4_3_40.pl,6,42,8
./benchmarks/concom/grids/problog_format/grid_4_5_0_3.pl,6,6,6
./benchmarks/concom/grids/problog_format/grid_7_7_0_3.pl,10,10,10
./benchmarks/concom/grids/problog_format/grid_8_4_0_3.pl,7,7,7
./benchmarks/concom/grids/problog_format/grid_7_7_5_108.pl,10,112,31
./benchmarks/concom/grids/problog_format/grid_5_4_3_40.pl,6,41,8
./benchmarks/concom/grids/problog_format/grid_10_5_9_121.pl,9,124,9
./benchmarks/concom/grids/problog_format/grid_9_6_0_3.pl,11,11,11
./benchmarks/concom/grids/problog_format/grid_9_10_7_192.pl,14,196,42
./benchmarks/concom/grids/problog_format/grid_8_8_6_147.pl,12,151,35
./benchmarks/concom/grids/problog_format/grid_4_10_8_90.pl,6,92,8
./benchmarks/concom/grids/problog_format/grid_6_7_5_96.pl,9,99,11
./benchmarks/concom/grids/problog_format/grid_9_10_2_27.pl,14,30,14
./benchmarks/concom/grids/problog_format/grid_3_10_7_56.pl,5,58,6
./benchmarks/concom/grids/problog_format/grid_9_4_7_80.pl,6,83,8
./benchmarks/concom/grids/problog_format/grid_6_8_7_117.pl,9,120,9
./benchmarks/concom/grids/problog_format/grid_6_7_6_101.pl,9,104,9
./benchmarks/concom/grids/problog_format/grid_9_9_3_48.pl,13,51,15
./benchmarks/concom/grids/problog_format/grid_8_9_0_3.pl,13,13,13
./benchmarks/concom/grids/problog_format/grid_2_4_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_7_8_3_48.pl,11,52,15
./benchmarks/concom/grids/problog_format/grid_6_9_6_112.pl,10,115,13
./benchmarks/concom/grids/problog_format/grid_7_9_4_75.pl,11,80,21
./benchmarks/concom/grids/problog_format/grid_9_5_0_3.pl,8,8,8
./benchmarks/concom/grids/problog_format/grid_3_9_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_7_9_6_133.pl,11,137,15
./benchmarks/concom/grids/problog_format/grid_8_10_2_27.pl,14,29,13
./benchmarks/concom/grids/problog_format/grid_3_9_3_28.pl,5,29,6
./benchmarks/concom/grids/problog_format/grid_3_7_1_12.pl,5,13,8
./benchmarks/concom/grids/problog_format/grid_8_2_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_9_9_5_108.pl,13,113,33
./benchmarks/concom/grids/problog_format/grid_4_9_8_83.pl,6,85,6
./benchmarks/concom/grids/problog_format/grid_9_7_0_3.pl,11,11,11
./benchmarks/concom/grids/problog_format/grid_10_9_5_108.pl,14,113,34
./benchmarks/concom/grids/problog_format/grid_2_7_1_8.pl,4,9,4
./benchmarks/concom/grids/problog_format/grid_8_10_6_147.pl,14,152,36
./benchmarks/concom/grids/problog_format/grid_5_8_4_65.pl,8,68,9
./benchmarks/concom/grids/problog_format/grid_10_10_2_27.pl,16,30,15
./benchmarks/concom/grids/problog_format/grid_8_3_7_51.pl,5,53,5
./benchmarks/concom/grids/problog_format/grid_8_2_6_28.pl,4,29,4
./benchmarks/concom/grids/problog_format/grid_4_10_4_50.pl,7,52,8
./benchmarks/concom/grids/problog_format/grid_4_6_2_27.pl,6,29,11
./benchmarks/concom/grids/problog_format/grid_3_9_6_49.pl,5,51,6
./benchmarks/concom/grids/problog_format/grid_4_4_1_12.pl,6,13,8
./benchmarks/concom/grids/problog_format/grid_4_9_0_3.pl,7,6,6
./benchmarks/concom/grids/problog_format/grid_7_6_4_75.pl,9,78,24
./benchmarks/concom/grids/problog_format/grid_2_8_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_9_6_4_75.pl,9,78,23
./benchmarks/concom/grids/problog_format/grid_2_10_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_8_10_9_205.pl,13,208,13
./benchmarks/concom/grids/problog_format/grid_2_5_4_17.pl,4,18,4
./benchmarks/concom/grids/problog_format/grid_9_2_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_3_3_0_3.pl,4,4,4
./benchmarks/concom/grids/problog_format/grid_10_10_4_75.pl,16,79,19
./benchmarks/concom/grids/problog_format/grid_3_7_4_35.pl,5,36,6
./benchmarks/concom/grids/problog_format/grid_9_7_2_27.pl,11,30,12
./benchmarks/concom/grids/problog_format/grid_9_7_4_75.pl,11,79,23
./benchmarks/concom/grids/problog_format/grid_3_8_7_51.pl,5,53,5
./benchmarks/concom/grids/problog_format/grid_3_10_4_35.pl,5,37,6
./benchmarks/concom/grids/problog_format/grid_10_2_3_16.pl,4,17,4
./benchmarks/concom/grids/problog_format/grid_9_10_3_48.pl,14,52,15
./benchmarks/concom/grids/problog_format/grid_2_10_8_36.pl,4,37,4
./benchmarks/concom/grids/problog_format/grid_9_4_3_40.pl,7,42,8
./benchmarks/concom/grids/problog_format/grid_7_3_6_44.pl,5,45,5
./benchmarks/concom/grids/problog_format/grid_3_4_1_12.pl,5,13,8
./benchmarks/concom/grids/problog_format/grid_5_8_7_95.pl,9,98,9
./benchmarks/concom/grids/problog_format/grid_10_8_3_48.pl,14,52,16
./benchmarks/concom/grids/problog_format/grid_9_6_7_128.pl,10,131,11
./benchmarks/concom/grids/problog_format/grid_5_6_0_3.pl,8,8,8
./benchmarks/concom/grids/problog_format/grid_5_6_1_12.pl,7,13,8
./benchmarks/concom/grids/problog_format/grid_8_4_7_73.pl,6,76,6
./benchmarks/concom/grids/problog_format/grid_10_3_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_8_6_5_96.pl,9,98,11
./benchmarks/concom/grids/problog_format/grid_9_3_3_28.pl,6,29,6
./benchmarks/concom/grids/problog_format/grid_8_4_6_70.pl,6,73,8
./benchmarks/concom/grids/problog_format/grid_10_2_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_3_9_1_12.pl,5,13,8
./benchmarks/concom/grids/problog_format/grid_5_10_4_65.pl,8,68,9
./benchmarks/concom/grids/problog_format/grid_2_7_5_24.pl,4,25,4
./benchmarks/concom/grids/problog_format/grid_10_5_6_91.pl,8,94,10
./benchmarks/concom/grids/problog_format/grid_6_9_0_3.pl,11,10,10
./benchmarks/concom/grids/problog_format/grid_3_9_7_56.pl,5,57,6
./benchmarks/concom/grids/problog_format/grid_3_10_5_42.pl,5,43,6
./benchmarks/concom/grids/problog_format/grid_9_7_1_12.pl,11,13,11
./benchmarks/concom/grids/problog_format/grid_10_5_3_48.pl,8,50,14
./benchmarks/concom/grids/problog_format/grid_7_7_3_48.pl,10,52,15
./benchmarks/concom/grids/problog_format/grid_5_7_4_65.pl,8,69,10
./benchmarks/concom/grids/problog_format/grid_7_8_2_27.pl,11,30,12
./benchmarks/concom/grids/problog_format/grid_10_2_9_37.pl,4,38,4
./benchmarks/concom/grids/problog_format/grid_7_3_0_3.pl,5,5,5
./benchmarks/concom/grids/problog_format/grid_9_5_8_108.pl,8,111,8
./benchmarks/concom/grids/problog_format/grid_8_10_3_48.pl,14,52,14
./benchmarks/concom/grids/problog_format/grid_5_3_2_21.pl,5,22,6
./benchmarks/concom/grids/problog_format/grid_10_8_5_108.pl,14,112,29
./benchmarks/concom/grids/problog_format/grid_2_4_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_8_8_5_108.pl,13,112,33
./benchmarks/concom/grids/problog_format/grid_6_6_0_3.pl,9,9,9
./benchmarks/concom/grids/problog_format/grid_7_8_4_75.pl,11,79,23
./benchmarks/concom/grids/problog_format/grid_5_5_0_3.pl,7,7,7
./benchmarks/concom/grids/problog_format/grid_8_6_3_48.pl,10,51,16
./benchmarks/concom/grids/problog_format/grid_9_8_8_183.pl,13,186,13
./benchmarks/concom/grids/problog_format/grid_6_6_3_48.pl,9,52,17
./benchmarks/concom/grids/problog_format/grid_8_3_6_49.pl,5,51,6
./benchmarks/concom/grids/problog_format/grid_5_3_1_12.pl,5,13,7
./benchmarks/concom/grids/problog_format/grid_9_8_0_3.pl,13,12,12
./benchmarks/concom/grids/problog_format/grid_8_7_6_133.pl,11,136,13
./benchmarks/concom/grids/problog_format/grid_7_6_2_27.pl,9,29,12
./benchmarks/concom/grids/problog_format/grid_6_8_3_48.pl,9,51,15
./benchmarks/concom/grids/problog_format/grid_5_5_3_48.pl,7,50,15
./benchmarks/concom/grids/problog_format/grid_10_7_8_171.pl,12,174,14
./benchmarks/concom/grids/problog_format/grid_2_10_2_12.pl,4,13,4
./benchmarks/concom/grids/problog_format/grid_7_4_3_40.pl,6,42,8
./benchmarks/concom/grids/problog_format/grid_4_5_2_27.pl,6,29,11
./benchmarks/concom/grids/problog_format/grid_7_10_2_27.pl,12,30,12
./benchmarks/concom/grids/problog_format/grid_6_3_1_12.pl,5,13,7
./benchmarks/concom/grids/problog_format/grid_10_3_2_21.pl,5,22,6
./benchmarks/concom/grids/problog_format/grid_9_4_0_3.pl,7,6,6
./benchmarks/concom/grids/problog_format/grid_3_7_2_21.pl,5,22,6
